"player_id","player_name","match_type","event","grade","start_date","end_date","status","current_round","points_override","source_url","notes"
"ana-ioana-varsa","Ana Ioana Varsa","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Ativo","SF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: partida pendente."
"ana-maria-popa-lazar","Ana Maria Popa Lazar","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","QF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"ana-maria-popa-lazar","Ana Maria Popa Lazar","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"ana-maria-viciu","ANA MARIA VICIU","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","Q2","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (Q); leitura do draw: ITF API: derrota encontrada."
"andrei-radu","Andrei Radu","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R16","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"andrei-radu","Andrei Radu","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R16","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"andreya-glushkova","Andreya Glushkova","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R16","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"andreya-glushkova","Andreya Glushkova","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"anisia-ghica","Anisia Ghica","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","Q1","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (Q); leitura do draw: ITF API: derrota encontrada."
"anna-sophia-andrei","Anna-Sophia Andrei","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Ativo","SF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: partida pendente."
"anna-sophia-andrei","Anna-Sophia Andrei","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R64","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"ayanna-maria-mitu","AYANNA MARIA MITU","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Ativo","SF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: partida pendente."
"ayanna-maria-mitu","AYANNA MARIA MITU","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"boris-nachev","Boris Nachev","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"boris-nachev","Boris Nachev","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"briyana-ivanova","Briyana Ivanova","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Ativo","SF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: partida pendente."
"briyana-ivanova","Briyana Ivanova","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"brooke-wallman","Brooke Wallman","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","QF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"cezar-stefan-simion","Cezar Stefan Simion","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","Q1","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (Q); leitura do draw: ITF API: derrota encontrada."
"cody-atkinson","Cody Atkinson","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Ativo","QF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: partida pendente."
"cody-atkinson","Cody Atkinson","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"cristiana-cocis","Cristiana Cocis","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R16","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"cristiana-cocis","Cristiana Cocis","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","Q2","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"daria-maria-marioara","Daria Maria Marioara","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"daria-maria-marioara","Daria Maria Marioara","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R64","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"david-cercel","DAVID CERCEL","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R16","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"david-cercel","DAVID CERCEL","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"david-popa","David Popa","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"david-popa","David Popa","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"david-stefan-burac","David Stefan Burac","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","QF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"david-stefan-burac","David Stefan Burac","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Ativo","SF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: partida pendente."
"denis-valentin-dragomir","Denis Valentin Dragomir","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R16","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"dinu-frolu","Dinu Frolu","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","Q2","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (Q); leitura do draw: ITF API: derrota encontrada."
"edoardo-barbalaco","Edoardo Barbalaco","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"eduard-dragomir","Eduard Dragomir","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R16","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"eduard-dragomir","Eduard Dragomir","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"eduard-gabriel-antonescu","Eduard Gabriel Antonescu","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","Q1","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (Q); leitura do draw: ITF API: derrota encontrada."
"ekaterina-duvanova","Ekaterina Duvanova","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R16","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"ekaterina-duvanova","Ekaterina Duvanova","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"elena-papadopoulou","Elena Papadopoulou","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R64","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"eric-morna","Eric Morna","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","Q1","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (Q); leitura do draw: ITF API: derrota encontrada."
"erich-andrei-pop","Erich Andrei Pop","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R16","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"erich-andrei-pop","Erich Andrei Pop","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R64","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"erik-adrian-neacsa","Erik Adrian Neacsa","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R16","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"erik-adrian-neacsa","Erik Adrian Neacsa","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R64","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"eva-elena-rosca","Eva Elena Rosca","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R16","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"eva-elena-rosca","Eva Elena Rosca","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R64","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"florin-cristian-lucaciu","Florin Cristian Lucaciu","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","QF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"florin-cristian-lucaciu","Florin Cristian Lucaciu","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"georgios-mitalas","Georgios Mitalas","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Ativo","SF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: partida pendente."
"georgios-mitalas","Georgios Mitalas","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"gonzalo-corrales-chavarria","Gonzalo Corrales Chavarria","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","QF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"gonzalo-corrales-chavarria","Gonzalo Corrales Chavarria","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R64","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"gwendolyn-fedel","Gwendolyn Fedel","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Ativo","SF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: partida pendente."
"iancu-manolache","Iancu Manolache","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R16","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"iancu-manolache","Iancu Manolache","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R64","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"ilya-mosolkin","Ilya Mosolkin","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Ativo","SF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: partida pendente."
"ilya-mosolkin","Ilya Mosolkin","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","QF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"ioana-maria-sandru","Ioana Maria Sandru","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R16","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"irina-cretan","Irina Cretan","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R16","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"irina-cretan","Irina Cretan","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R64","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"isolde-brennan","Isolde Brennan","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"isolde-brennan","Isolde Brennan","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","Q1","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"jan-patrick-sinescu","Jan Patrick Sinescu","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"jasmine-maria-stroe","Jasmine Maria Stroe","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"jasmine-maria-stroe","Jasmine Maria Stroe","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R64","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"jiacheng-li","Jiacheng Li","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R64","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"kalista-papadopoulos","Kalista Papadopoulos","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","QF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"kalista-papadopoulos","Kalista Papadopoulos","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R16","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"kaloyan-shikov","Kaloyan Shikov","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Ativo","F","0","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: bye encontrado; atleta avancou sem pontuar."
"kaloyan-shikov","Kaloyan Shikov","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"karina-elena-gabriela-dumitru","Karina Elena Gabriela Dumitru","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","QF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"karina-elena-gabriela-dumitru","Karina Elena Gabriela Dumitru","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"karina-maria-capuzu","Karina Maria Capuzu","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Ativo","SF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: partida pendente."
"kenzie-ana-rabbat","Kenzie Ana Rabbat","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","QF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"kenzie-ana-rabbat","Kenzie Ana Rabbat","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","Q3","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"kristyna-dulikova","Kristyna Dulikova","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","QF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"luca-alexandru-marc","Luca Alexandru Marc","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"luca-alexandru-marc","Luca Alexandru Marc","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R64","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"luca-iliescu","Luca Iliescu","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R16","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: derrota encontrada."
"luca-iliescu","Luca Iliescu","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R32","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
"luca-stefan-prunescu-nita","Luca Stefan Prunescu Nita","Doubles","J100 Bucharest","J100","2026-05-25","2026-05-30","Ativo","SF","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF; leitura do draw de duplas: ITF API: partida pendente."
"luca-stefan-prunescu-nita","Luca Stefan Prunescu Nita","Singles","J100 Bucharest","J100","2026-05-25","2026-05-30","Eliminado","R16","","https://www.itftennis.com/en/tournament/j100-bucharest/rou/2026/j-j100-rou-2026-001/draws-and-results/","Encontrado na ITF (MD); leitura do draw: ITF API: derrota encontrada."
